UNSPSC,Title
31282310,Magnesium stretch formed components
31282311,Nickel alloy stretch formed components
31282312,Non ferrous alloy stretch formed components
31282313,Non metallic stretch formed components
31282314,Precious metal stretch formed components
31282315,Stainless steel stretch formed components
31282316,Steel stretch formed components
31282317,Tin stretch formed components
31282318,Titanium stretch formed components
31282319,Zinc stretch formed components
31282400,Explosive formed components
31282401,Aluminum explosive formed components
31282402,Beryllium explosive formed components
31282403,Brass explosive formed components
31282404,Bronze explosive formed components
31282405,Composite explosive formed components
31282406,Copper explosive formed components
31282407,Ferrous alloy explosive formed components
31282408,Iron explosive formed components
31282409,Lead explosive formed components
31282410,Magnesium explosive formed components
31282411,Nickel alloy explosive formed components
31282412,Non ferrous alloy explosive formed components
31282413,Non metallic explosive formed components
31282414,Precious metal explosive formed components
31282415,Stainless steel explosive formed components
31282416,Steel explosive formed components
31282417,Tin explosive formed components
31282418,Titanium explosive formed components
31282419,Zinc explosive formed components
31290000,Machined extrusions
31291100,Machined hydro static extrusions
31291101,Aluminum machined hydro static extrusions
31291102,Beryllium machined hydro static extrusions
31291103,Brass machined hydro static extrusions
31291104,Bronze machined hydro static extrusions
31291105,Copper machined hydro static extrusions
31291106,Ferrous alloy machined hydro static extrusions
31291107,Lead machined hydro static extrusions
31291108,Magnesium machined hydro static extrusions
31291109,Non ferrous alloy machined hydro static extrusions
31291110,Plastic machined hydro static extrusions
31291111,Precious metal machined hydro static extrusions
31291112,Rubber machined hydro static extrusions
31291113,Stainless steel machined hydro static extrusions
31291114,Steel machined hydro static extrusions
31291115,Tin machined hydro static extrusions
31291116,Titanium machined hydro static extrusions
31291117,Zinc machined hydro static extrusions
31291118,Composite machined hydro static extrusions
31291119,Nickel alloy machined hydro static extrusions
31291120,Non metallic machined hydro static extrusions
31291200,Machined impact extrusions
31291201,Aluminum machined impact extrusions
31291202,Beryllium machined impact extrusions
31291203,Brass machined impact extrusions
31291204,Bronze machined impact extrusions
31291205,Copper machined impact extrusions
31291206,Ferrous alloy machined impact extrusions
31291207,Lead machined impact extrusions
31291208,Magnesium machined impact extrusions
31291209,Non ferrous alloy machined impact extrusions
31291210,Plastic machined impact extrusions
31291211,Precious metal machined impact extrusions
31291212,Rubber machined impact extrusions
31291213,Stainless steel machined impact extrusions
31291214,Steel machined impact extrusions
31291215,Tin machined impact extrusions
31291216,Titanium machined impact extrusions
31291217,Zinc machined impact extrusions
31291218,Composite machined impact extrusions
31291219,Nickel alloy machined impact extrusions
31291220,Non metallic machined impact extrusions
31291300,Machined cold extrusions
31291301,Aluminum machined cold extrusions
31291302,Beryllium machined cold extrusions
31291303,Brass machined cold extrusions
31291304,Bronze machined cold extrusions
31291305,Copper machined cold extrusions
31291306,Ferrous alloy machined cold extrusions
31291307,Lead machined cold extrusions
31291308,Magnesium machined cold extrusions
31291309,Non ferrous alloy machined cold extrusions
31291310,Plastic machined cold extrusions
31291311,Precious metal machined cold extrusions
31291312,Rubber machined cold extrusions
31291313,Stainless steel machined cold extrusions
31291314,Steel machined cold extrusions
31291315,Tin machined cold extrusions
31291316,Titanium machined cold extrusions
31291317,Zinc machined cold extrusions
31291318,Composite machined cold extrusions
31291319,Nickel alloy machined cold extrusions
31291320,Non metallic machined cold extrusions
31291400,Machined hot extrusions
31291401,Aluminum machined hot extrusions
31291402,Beryllium machined hot extrusions
31291403,Brass machined hot extrusions
31291404,Bronze machined hot extrusions
31291405,Copper machined hot extrusions
31291406,Ferrous alloy machined hot extrusions
31291407,Lead machined hot extrusions
31291408,Magnesium machined hot extrusions
31291409,Non ferrous alloy machined hot extrusions
31291410,Plastic machined hot extrusions
31291411,Precious metal machined hot extrusions
31291412,Rubber machined hot extrusions
31291413,Stainless steel machined hot extrusions
31291414,Steel machined hot extrusions
31291415,Tin machined hot extrusions
31291416,Titanium machined hot extrusions
31291417,Zinc machined hot extrusions
31291418,Composite machined hot extrusions
31291419,Nickel alloy machined hot extrusions
31291420,Non   metallic machined hot extrusions
31300000,Machined forgings
31301100,Machined open die forgings
31301101,Non ferrous alloy open die machined forgings
31301102,Ferrous alloy open die machined forgings
31301103,Steel open die machined forgings
31301104,Stainless steel open die machined forgings
31301105,Iron open die machined forgings
31301106,Aluminum open die machined forgings
31301107,Magnesium open die machined forgings
31301108,Titanium open die machined forgings
31301109,Beryllium open die machined forgings
31301110,Copper open die machined forgings
31301111,Brass open die machined forgings
31301112,Bronze open die machined forgings
31301113,Zinc open die machined forgings
31301114,Tin open die machined forgings
31301115,Lead open die machined forgings
31301116,Precious metal open die machined forgings
31301117,Composite open die machined forgings
31301118,Nickel alloy open die machined forgings
31301119,Non metallic open die machined forgings
31301200,Machined closed die forgings
31301201,Non ferrous alloy closed die machined forgings
31301202,Ferrous alloy closed die machined forgings
31301203,Steel closed die machined forgings
31301204,Stainless steel closed die machined forgings
31301205,Iron closed die machined forgings
31301206,Aluminum closed die machined forgings
31301207,Magnesium closed die machined forgings
31301208,Titanium closed die machined forgings
31301209,Beryllium closed die machined forgings
31301210,Copper closed die machined forgings
31301211,Brass closed die machined forgings
31301212,Bronze closed die machined forgings
31301213,Zinc closed die machined forgings
31301214,Tin closed die machined forgings
31301215,Lead closed die machined forgings
31301216,Precious metal closed die machined forgings
31301217,Composite closed die machined forgings
31301218,Nickel alloy closed die machined forgings
31301219,Non metallic closed die machined forgings
31301300,Machined impression die forgings
31301301,Non ferrous alloy impression die machined forgings
31301302,Ferrous alloy impression die machined forgings
31301303,Steel impression die machined forgings
31301304,Stainless steel impression die machined forgings
31301305,Iron impression die machined forgings
31301306,Aluminum impression die machined forgings
31301307,Magnesium impression die machined forgings
31301308,Titanium impression die machined forgings
31301309,Beryllium impression die machined forgings
31301310,Copper impression die machined forgings
31301311,Brass impression die machined forgings
31301312,Bronze impression die machined forgings
31301313,Zinc impression die machined forgings
31301314,Tin impression die machined forgings
31301315,Lead impression die machined forgings
31301316,Precious metal impression die machined forgings
31301317,Composite impression die machined forgings
31301318,Nickel alloy impression die machined forgings
31301319,Non metallic impression die machined forgings
31301400,Machined drop forgings
31301401,Non ferrous alloy drop machined forgings
31301402,Zinc drop machined forgings
31301403,Ferrous alloy drop machined forgings
31301404,Tin drop machined forgings
31301405,Lead drop machined forgings
31301406,Steel drop machined forgings
31301407,Precious metal drop machined forgings
31301408,Stainless steel drop machined forgings
31301409,Iron drop machined forgings
31301410,Aluminum drop machined forgings
31301411,Magnesium drop machined forgings
31301412,Titanium drop machined forgings
31301413,Beryllium drop machined forgings
31301414,Copper drop machined forgings
31301415,Brass drop machined forgings
31301416,Bronze drop machined forgings
31301417,Composite drop machined forgings
31301418,Nickel alloy drop machined forgings
31301419,Non metallic drop machined forgings
31301500,Machined rolled ring forgings
31301501,Aluminum rolled ring machined forgings
31301502,Beryllium rolled ring machined forgings
31301503,Brass rolled ring machined forgings
31301504,Bronze rolled ring machined forgings
31301505,Copper rolled ring machined forgings
31301506,Iron rolled ring machined forgings
31301507,Lead rolled ring machined forgings
31301508,Magnesium rolled ring machined forgings
31301509,Precious metal rolled ring machined forgings
31301510,Stainless steel rolled ring machined forgings
31301511,Tin rolled ring machined forgings
31301512,Titanium rolled ring machined forgings
31301513,Zinc rolled ring machined forgings
31301514,Non ferrous alloy rolled ring machined forgings
31301515,Ferrous alloy rolled ring machined forgings
31301516,Steel rolled ring machined forgings
31301517,Composite rolled ring machined forgings
31301518,Nickel alloy rolled ring machined forgings
31301519,Non metallic rolled ring machined forgings
31310000,Fabricated pipe assemblies
31311100,Solvent welded pipe assemblies
31311101,Aluminum solvent welded pipe assemblies
31311102,Carbon steel solvent welded pipe assemblies
31311103,Hastalloy X solvent welded pipe assemblies
31311104,Inconel solvent welded pipe assemblies
31311105,Low alloy steel solvent welded pipe assemblies
31311106,Non metallic solvent welded pipe assemblies
31311107,Other ferrous solvent welded pipe assemblies
31311108,Other non ferrous solvent welded pipe assemblies
31311109,Stainless steel solvent welded pipe assemblies
31311110,Titanium solvent welded pipe assemblies
31311111,Waspalloy solvent welded pipe assemblies
31311112,Copper solvent welded pipe assemblies
31311113,Brass solvent welded pipe assemblies
31311200,Riveted pipe assemblies
31311201,Aluminum riveted pipe assemblies
31311202,Carbon steel riveted pipe assemblies
31311203,Hastalloy X riveted pipe assemblies
31311204,Inconel riveted pipe assemblies
31311205,Low alloy steel riveted pipe assemblies
